TO_length_in_sec,TO_OMC_Duration,Calls Count,Connection Made Calls,Dial Attempt Calls,timezone,season_status,season_month,lgs_sentiment_style,lgs_agent_gender,is_decision_maker,ready_for_customers,forbidden_industry,ready_to_transfer,lgs_call_not_transferred,customer_sentiment_lgs,customer_language,customer_knows_marketing,customer_availability,who_said_hello_first_lgs,customer_marketing_experience,technical_quality_score,technical_quality_issues,customer_talk_percentage,agent_talk_percentage,talk_ratio_classification,total_discovery_questions,goal1_questions,goal2_questions,goal3_questions,discovery_quality,advanced_discovery_used,total_buying_signals,total_resistance_signals,signal_ratio,customer_sentiment_omc,omc_agent_sentiment_style,omc_who_said_hello_first,time_to_reason_seconds,business_type_mentioned,location_mentioned,within_45_seconds,call_structure_framed,call_structure_clarity,total_objections,objections_acknowledged,objections_rebutted,acknowledgement_rate,price_mentions_final_2min,timeline_mentions_final_2min,contract_mentions_final_2min,price_timeline_contract_before_dropoff,roi_calculation_presented,average_monologue_length,longest_monologue_length,extended_monologues_count,short_monologues,medium_monologues,long_monologues,very_long_monologues,total_interruptions,interruption_rate,interruption_pattern,conversation_balance,script_adherence,stages_skipped,stages_out_of_order,premature_closing_attempt,name_used_first_minute,name_usage_count,rapport_elements_count,tone_assessment,personal_greeting,common_ground_established,sentiment_progression,sentiment_opening,sentiment_early_middle,sentiment_late_middle,sentiment_closing,notable_sentiment_shifts,customer_frustrations,empathy_responses,empathy_response_rate,total_call_duration,disconnect_stage,hang_up_initiated_by,time_in_final_stage,commitment_type,commitment_clarity,assumptive_language_used,full_sale_closed,payment_info_collected,followup_scheduled,call_result_tag,primary_disconnect_reason
116.0,576,1.0,0,0.0,1,1,1,1,3,2,2,4,3,175,2,0,0,1,0,2,4.4,21,50.0,50.0,2,6.0,6.0,0.0,0.0,1,0,1.0,0.0,76,6,2,0,10.0,1,1,2,1,1429,1.0,1.0,1.0,100.0,1.0,0.0,0,1.0,0,2.5,7.0,2.0,10.0,4.0,2.0,0.0,0.0,0.0,3,3,1,145,552,0,1,1.0,4,7,1,0,11,8,23,25,24,2545,0,0.0,0.0,338.0,104,43,166.0,47,2,0,0,0,0,5,460
226.0,616,1.0,0,0.0,0,1,1,3,0,0,4,5,3,175,10,0,2,1,1,12,4.4,21,51.51,48.48,2,10.0,7.0,3.0,0.0,1,22,1.0,0.0,76,6,0,2,24.0,0,0,0,1,1581,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.57,15.0,6.0,6.0,2.0,5.0,1.0,2.0,0.4,2,0,1,412,514,0,0,0.0,3,7,1,0,11,8,23,25,24,2545,0,0.0,0.0,297.0,54,35,24.0,47,2,0,0,0,0,3,353
334.0,304,3.0,0,2.0,0,1,1,3,0,6,2,4,1,175,2,0,2,1,1,2,5.0,67,30.0,70.0,0,2.0,1.0,1.0,0.0,7,0,0.0,2.0,2,25,0,0,8.0,1,0,0,1,1239,2.0,0.0,1.0,0.0,1.0,0.0,0,1.0,0,3.0,7.0,4.0,7.0,3.0,4.0,0.0,2.0,0.68,1,0,4,139,389,1,1,2.0,4,7,1,0,1,1,19,51,62,951,37,0.0,0.0,175.0,19,0,25.0,47,2,1,0,0,0,1,245
105.0,593,1.0,0,0.0,1,3,1,3,3,3,8,4,1,175,16,0,0,1,0,7,4.0,0,48.72,51.28,2,6.0,4.0,2.0,0.0,1,22,1.0,7.0,83,25,0,0,12.0,0,1,0,0,1176,6.0,0.0,4.0,0.0,5.0,0.0,1,6.0,0,3.1,10.0,2.0,11.0,7.0,2.0,0.0,2.0,0.34,1,3,1,293,552,0,1,3.0,3,7,1,0,1,8,58,70,18,2300,56,0.0,0.0,353.0,114,9,171.0,47,2,0,0,0,0,5,330
71.0,472,1.0,0,0.0,1,2,1,17,1,6,6,4,1,175,17,0,2,1,0,14,4.4,36,37.5,62.5,0,3.0,2.0,1.0,0.0,1,22,0.0,3.0,3,25,14,0,35.0,1,1,2,0,1531,3.0,2.0,3.0,67.0,0.0,0.0,0,0.0,0,3.6,8.0,3.0,9.0,8.0,3.0,0.0,0.0,0.0,3,0,4,312,552,0,1,4.0,4,15,1,0,1,26,19,70,18,2290,46,2.0,67.0,259.0,32,0,160.0,47,2,0,0,0,0,2,506
177.0,821,1.0,0,0.0,1,3,1,11,1,3,8,4,5,175,10,0,0,2,0,15,5.0,67,44.44,55.56,2,10.0,8.0,2.0,0.0,7,0,5.0,0.0,142,6,0,0,7.0,1,1,2,1,491,0.0,0.0,0.0,0.0,4.0,2.0,0,6.0,1,2.57,10.0,7.0,25.0,5.0,7.0,0.0,1.0,0.2,1,3,1,171,251,0,1,3.0,4,7,1,0,3,8,53,56,57,392,0,0.0,0.0,578.0,112,39,16.0,43,0,1,1,1,0,11,353
344.0,781,2.0,0,1.0,1,0,1,3,0,6,2,4,3,175,5,0,2,1,1,6,4.4,21,47.7,52.3,2,5.0,3.0,2.0,0.0,7,0,0.0,4.0,4,25,2,0,46.0,0,0,0,0,1546,4.0,4.0,0.0,100.0,0.0,0.0,0,0.0,0,2.65,10.0,6.0,17.0,4.0,5.0,0.0,1.0,0.11,2,4,4,157,552,0,0,0.0,3,15,1,0,1,8,58,61,62,2506,52,4.0,100.0,531.0,32,0,87.0,47,2,0,0,0,0,12,245
93.0,626,2.0,0,1.0,0,1,1,17,3,6,2,4,1,175,10,0,2,1,0,14,4.2,36,40.0,60.0,2,5.0,3.0,2.0,0.0,1,22,1.0,2.0,78,25,2,0,13.0,1,1,2,1,807,2.0,0.0,1.0,0.0,0.0,3.0,0,3.0,0,3.0,5.0,0.0,6.0,10.0,0.0,0.0,1.0,0.18,2,3,1,116,552,0,1,2.0,4,7,1,0,1,8,55,13,62,1044,37,0.0,0.0,335.0,32,0,302.0,47,2,0,0,0,0,2,20
231.0,966,1.0,0,0.0,1,1,1,3,3,0,4,5,3,175,13,0,2,1,0,2,3.8,51,47.06,52.94,2,15.0,9.0,6.0,0.0,1,0,9.0,0.0,188,6,0,0,11.0,1,1,2,1,848,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,1,5.37,16.0,12.0,14.0,2.0,9.0,2.0,0.0,0.0,3,0,2,433,552,0,1,5.0,4,15,1,0,11,8,23,56,57,2545,0,0.0,0.0,764.0,89,9,193.0,47,2,1,0,0,0,5,460
148.0,577,1.0,0,0.0,1,1,1,3,3,6,6,4,5,175,2,0,2,1,0,4,5.0,67,23.07,76.92,0,6.0,3.0,2.0,1.0,1,22,1.0,0.0,76,14,0,0,14.0,1,0,0,0,1546,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0,1.4,5.0,0.0,42.0,8.0,0.0,0.0,3.0,0.53,1,0,1,145,552,0,1,2.0,4,7,1,0,11,8,23,52,24,2545,0,0.0,0.0,259.0,114,53,25.0,47,2,0,0,0,0,3,496
180.0,222,4.0,0,3.0,0,1,1,17,1,6,3,4,1,175,10,0,2,1,0,4,4.4,21,48.9,51.1,2,9.0,6.0,2.0,1.0,1,22,4.0,7.0,135,25,0,0,15.0,1,1,2,1,1003,7.0,0.0,6.0,0.0,1.0,2.0,0,3.0,1,28.0,212.0,9.0,10.0,10.0,5.0,4.0,6.0,0.32,1,0,1,433,44,1,1,6.0,4,7,1,0,1,8,23,5,18,483,60,0.0,0.0,1486.0,19,20,477.0,47,2,1,0,0,0,12,374
88.0,985,2.0,0,1.0,0,1,1,3,3,6,8,4,1,175,17,0,2,1,0,14,5.0,67,48.3,51.7,2,11.0,9.0,2.0,0.0,1,0,5.0,5.0,147,25,0,0,8.0,1,1,2,1,612,5.0,1.0,4.0,20.0,3.0,0.0,0,3.0,0,6.0,15.0,12.0,10.0,6.0,8.0,4.0,2.0,0.13,2,0,1,288,190,1,1,5.0,4,7,1,0,1,8,58,5,18,2188,52,0.0,0.0,917.0,109,9,127.0,25,3,1,0,0,0,1,405
185.0,946,3.0,0,2.0,1,1,1,3,1,6,6,4,1,175,2,0,2,1,0,4,4.4,20,32.6,67.4,0,7.0,5.0,2.0,0.0,1,22,0.0,2.0,2,25,0,0,14.0,1,1,2,1,1090,2.0,1.0,1.0,50.0,0.0,2.0,0,2.0,0,4.5,12.0,9.0,10.0,10.0,9.0,2.0,9.0,0.73,0,0,1,367,432,0,1,6.0,5,7,1,0,1,18,2,5,5,1692,52,0.0,0.0,738.0,114,20,180.0,36,3,1,0,0,1,8,457
2.0,318,2.0,0,1.0,1,1,1,15,1,3,8,4,1,45,18,2,4,3,4,15,5.0,67,0.0,100.0,0,0.0,0.0,0.0,0.0,7,19,0.0,0.0,0,14,11,0,18.0,0,0,0,0,1546,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3,0,4,382,552,0,1,1.0,1,7,1,0,11,8,23,25,24,1785,0,0.0,0.0,18.0,57,58,18.0,47,2,0,0,0,0,6,460
0.0,889,3.0,0,2.0,5,3,1,15,3,8,8,10,1,123,18,2,4,3,4,15,5.0,67,33.33,66.67,0,1.0,0.0,1.0,0.0,7,0,0.0,1.0,1,25,11,6,15.0,0,0,0,0,1546,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.67,3.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,3,0,4,312,190,0,1,2.0,0,7,0,0,1,8,23,61,62,515,10,0.0,0.0,28.0,30,9,23.0,47,2,0,0,0,0,12,393
172.0,850,1.0,0,0.0,5,1,1,3,1,6,8,4,1,175,16,0,2,1,0,6,4.4,36,45.45,54.55,2,0.0,0.0,0.0,0.0,7,0,0.0,2.0,2,27,14,0,1.0,1,1,2,0,1546,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.8,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3,3,4,206,552,0,1,4.0,1,7,1,0,1,26,68,70,83,1221,37,0.0,0.0,61.0,58,43,22.0,47,2,0,0,0,0,6,460
107.0,964,3.0,0,2.0,0,1,1,17,1,6,6,4,5,175,16,0,2,1,0,11,3.6,58,28.57,71.43,0,0.0,0.0,0.0,0.0,7,0,1.0,0.0,76,6,14,0,0.0,1,0,2,0,1546,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0,2.2,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3,0,4,83,491,0,1,5.0,1,11,1,0,1,26,68,70,18,1286,0,0.0,0.0,76.0,58,22,76.0,47,2,0,0,0,0,6,353
92.0,14,2.0,0,1.0,1,3,1,3,3,6,2,4,1,62,17,0,0,1,1,2,4.4,36,53.33,46.67,2,0.0,0.0,0.0,0.0,7,0,0.0,2.0,2,25,0,0,13.0,1,0,0,0,1546,2.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0,2.43,5.0,0.0,4.0,3.0,0.0,0.0,3.0,1.76,1,3,4,208,190,0,1,1.0,3,7,1,0,1,26,68,70,68,2332,37,0.0,0.0,102.0,114,9,48.0,47,2,0,0,0,0,3,278
117.0,613,2.0,1,0.0,0,1,1,11,1,0,8,5,0,175,10,0,2,1,1,2,4.2,36,16.67,83.33,0,0.0,0.0,0.0,0.0,7,19,0.0,0.0,0,14,0,0,2.0,1,0,0,0,1546,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.6,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3,0,4,206,552,0,1,2.0,3,7,1,0,11,8,68,70,83,1785,0,0.0,0.0,37.0,58,22,37.0,47,2,0,0,0,0,6,353
115.0,1091,1.0,0,0.0,0,0,1,3,3,6,2,4,1,54,2,0,2,1,0,2,4.2,36,40.0,60.0,2,1.0,1.0,0.0,0.0,7,0,0.0,0.0,0,14,0,0,30.0,1,0,0,0,75,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,6.0,8.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,3,0,1,293,552,0,1,4.0,4,7,1,0,11,8,68,70,83,2545,0,0.0,0.0,93.0,32,58,8.0,47,2,0,0,0,0,2,460
134.0,1039,1.0,0,0.0,1,1,1,15,2,5,3,4,2,40,17,2,1,0,3,14,5.0,67,54.2,45.8,2,8.0,6.0,2.0,0.0,1,0,1.0,6.0,82,25,0,0,200.0,1,1,2,1,1428,5.0,0.0,5.0,0.0,0.0,0.0,0,10.0,1,6.0,37.0,4.0,1.0,7.0,4.0,0.0,1.0,0.07,2,3,1,417,166,0,1,2.0,4,7,1,0,1,8,23,63,18,202,56,0.0,0.0,865.0,104,9,243.0,47,2,0,0,0,0,5,321
76.0,107,2.0,1,0.0,1,1,1,17,3,6,2,4,1,127,10,0,2,1,0,2,4.8,67,46.2,53.8,2,4.0,4.0,0.0,0.0,1,22,1.0,1.0,77,14,0,0,12.0,1,1,2,1,1104,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,4.57,7.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,3,3,1,164,552,0,1,1.0,4,7,1,0,2,26,68,70,68,1328,10,0.0,0.0,120.0,32,58,60.0,47,2,0,0,0,0,2,460
96.0,120,1.0,0,0.0,0,1,1,3,1,6,6,4,5,175,2,0,2,1,0,4,5.0,67,40.0,60.0,2,2.0,1.0,1.0,0.0,7,0,0.0,0.0,0,14,0,0,19.0,1,1,2,0,1614,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,5.0,8.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,3,0,1,299,552,0,1,3.0,4,15,1,0,11,8,68,70,83,2545,0,0.0,0.0,123.0,32,22,42.0,47,2,0,0,0,0,2,353
89.0,31,1.0,0,0.0,0,0,1,3,2,6,3,4,1,64,17,0,2,1,0,4,5.0,67,0.0,100.0,0,2.0,1.0,1.0,0.0,7,0,0.0,0.0,0,23,14,0,10.0,1,1,0,0,1546,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,6.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,3,0,1,299,552,0,1,1.0,3,7,1,0,10,22,50,52,54,1785,66,0.0,0.0,104.0,32,39,44.0,47,2,0,0,0,0,2,353
145.0,334,1.0,0,0.0,5,3,1,3,3,6,8,4,5,175,10,0,2,1,0,4,5.0,67,45.5,54.5,2,0.0,0.0,0.0,0.0,7,0,0.0,1.0,1,25,0,0,11.0,1,1,2,0,1546,1.0,1.0,0.0,100.0,1.0,1.0,0,2.0,0,3.67,10.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,3,3,1,197,190,0,1,2.0,4,7,1,0,1,26,50,52,18,2280,10,0.0,0.0,187.0,27,9,69.0,47,2,1,0,0,0,3,245
314.0,689,1.0,0,0.0,0,1,1,3,0,6,6,4,5,175,2,0,2,1,0,4,5.0,67,47.5,52.5,2,9.0,7.0,2.0,0.0,1,22,1.0,3.0,79,25,0,0,14.0,1,1,2,1,494,3.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0,3.65,10.0,6.0,8.0,7.0,5.0,0.0,2.0,0.27,2,0,1,368,552,0,1,4.0,4,7,1,0,1,8,23,63,68,787,0,0.0,0.0,442.0,114,9,217.0,47,2,0,0,0,0,3,245
643.0,463,1.0,0,0.0,0,1,1,3,3,6,8,4,1,175,10,0,2,1,0,4,3.2,54,50.0,50.0,2,9.0,5.0,4.0,0.0,1,0,0.0,0.0,0,14,2,2,4.0,1,1,0,1,804,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.43,5.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,3,3,1,122,552,0,1,1.0,3,7,1,0,11,8,23,25,24,2545,0,0.0,0.0,194.0,32,35,154.0,47,2,0,0,0,0,2,353
111.0,971,2.0,0,1.0,1,1,1,3,1,6,2,4,1,89,10,0,2,1,0,4,3.0,54,33.33,66.67,0,0.0,0.0,0.0,0.0,7,19,1.0,2.0,78,25,0,0,10.0,1,0,2,1,556,2.0,0.0,0.0,0.0,3.0,1.0,0,4.0,0,5.4,11.0,2.0,2.0,1.0,1.0,1.0,1.0,0.78,2,0,4,206,552,0,1,4.0,4,7,1,0,1,26,68,70,18,1397,37,0.0,0.0,77.0,58,0,14.0,47,2,0,0,0,0,6,259
111.0,841,1.0,0,0.0,0,1,1,3,1,0,2,4,0,175,16,0,2,1,0,7,4.2,36,33.33,66.67,0,0.0,0.0,0.0,0.0,7,0,0.0,1.0,1,25,6,0,6.0,0,0,0,0,1534,1.0,1.0,0.0,100.0,0.0,0.0,0,0.0,0,11.0,16.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3,0,4,206,552,0,1,1.0,3,7,1,0,1,26,68,70,83,1142,0,0.0,0.0,60.0,19,0,8.0,47,2,0,0,0,0,6,245
157.0,447,1.0,0,0.0,1,2,1,3,1,6,8,4,1,175,10,0,2,1,0,4,5.0,67,48.15,51.85,2,4.0,3.0,1.0,0.0,1,22,0.0,5.0,5,25,0,0,10.0,1,0,0,1,825,2.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0,2.9,8.0,1.0,8.0,4.0,1.0,0.0,0.0,0.0,3,3,1,299,552,0,1,3.0,5,15,1,0,1,8,55,70,62,473,0,0.0,0.0,243.0,32,0,149.0,47,2,0,0,0,0,2,245
237.0,448,1.0,0,0.0,1,1,1,3,1,6,2,4,5,175,16,0,2,2,0,6,3.0,54,41.67,58.33,2,1.0,1.0,0.0,0.0,7,0,0.0,4.0,4,27,0,0,25.0,1,1,2,0,78,4.0,0.0,3.0,0.0,1.0,2.0,0,3.0,0,6.5,15.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,3,0,1,111,552,0,1,7.0,3,7,1,0,1,26,58,70,68,1613,52,0.0,0.0,244.0,77,9,64.0,47,2,0,0,0,0,12,419
130.0,514,1.0,0,0.0,3,1,1,3,0,6,8,4,5,175,2,0,2,1,1,4,5.0,67,43.5,56.5,2,6.0,3.0,3.0,0.0,1,0,2.0,3.0,100,25,14,0,8.0,0,0,0,1,1409,1.0,1.0,1.0,100.0,0.0,2.0,0,2.0,0,2.86,6.0,1.0,8.0,6.0,1.0,0.0,0.0,0.0,3,3,4,122,552,0,1,1.0,1,7,1,0,1,8,58,61,62,630,10,1.0,100.0,288.0,32,20,73.0,33,0,0,0,0,1,8,393
150.0,958,1.0,0,0.0,1,1,1,3,1,6,6,4,5,175,5,0,0,1,0,4,5.0,67,47.14,52.86,2,14.0,6.0,5.0,3.0,1,22,1.0,4.0,80,25,0,0,18.0,1,1,0,1,825,2.0,0.0,2.0,0.0,8.0,9.0,0,17.0,1,14.0,135.0,5.0,15.0,10.0,5.0,1.0,3.0,0.24,1,0,1,417,214,0,1,3.0,4,7,1,0,1,8,23,25,62,915,10,0.0,0.0,751.0,144,9,106.0,47,2,1,0,0,0,5,327
140.0,124,3.0,1,1.0,1,3,1,1,0,6,8,4,5,175,10,0,2,1,0,2,4.4,21,22.0,78.0,0,2.0,2.0,0.0,0.0,7,0,0.0,2.0,2,25,0,0,25.0,1,1,2,1,450,2.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0,5.0,7.0,2.0,0.0,5.0,2.0,0.0,2.0,1.0,1,0,4,312,552,0,1,3.0,4,11,1,0,11,7,55,52,62,1767,37,0.0,0.0,124.0,32,20,28.0,33,1,0,0,0,1,8,403
212.0,811,1.0,0,0.0,0,1,1,1,0,6,8,4,5,175,16,0,2,1,1,12,4.4,21,45.31,54.69,2,9.0,6.0,3.0,0.0,7,0,17.0,0.0,66,6,0,0,17.0,1,1,0,1,1505,0.0,0.0,0.0,0.0,0.0,1.0,0,5.0,0,3.0,8.0,8.0,22.0,11.0,7.0,0.0,0.0,0.0,3,0,2,356,552,0,1,1.0,1,7,1,0,2,8,23,56,24,168,0,0.0,0.0,567.0,104,58,112.0,47,2,1,0,0,0,5,460
145.0,763,1.0,0,0.0,0,1,1,11,1,6,6,4,5,175,14,0,2,1,0,4,5.0,67,47.76,52.24,2,10.0,7.0,3.0,0.0,7,0,6.0,0.0,155,6,0,0,17.0,0,1,0,1,1028,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.57,10.0,3.0,25.0,7.0,3.0,0.0,3.0,0.35,1,3,1,368,552,0,1,5.0,4,7,1,0,11,8,23,56,83,2545,0,0.0,0.0,513.0,104,58,128.0,47,2,0,0,0,0,3,460
131.0,712,1.0,0,0.0,1,1,1,11,3,6,6,4,5,175,2,0,2,1,0,2,4.2,36,45.83,54.17,2,4.0,3.0,1.0,0.0,1,22,3.0,3.0,118,25,0,0,4.0,1,1,0,1,624,3.0,1.0,0.0,33.33,2.0,1.0,0,3.0,0,2.96,7.0,3.0,14.0,9.0,3.0,0.0,0.0,0.0,3,3,1,93,552,0,1,4.0,3,7,1,0,2,8,55,5,62,2251,46,0.0,0.0,464.0,139,20,109.0,47,2,1,0,0,0,5,245
186.0,718,1.0,0,0.0,1,1,1,3,1,2,6,4,5,175,16,0,0,1,0,3,5.0,67,36.36,63.64,0,0.0,0.0,0.0,0.0,7,0,0.0,0.0,0,14,6,0,15.0,1,0,2,0,1546,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,1.28,1,0,4,74,201,0,1,3.0,1,7,1,0,11,8,50,52,24,1785,10,0.0,0.0,47.0,57,58,47.0,47,2,0,0,0,0,6,353
58.0,656,1.0,0,0.0,1,1,1,17,0,6,6,4,1,175,2,0,2,1,0,14,4.2,36,0.0,100.0,0,0.0,0.0,0.0,0.0,7,19,0.0,0.0,0,14,0,0,22.0,1,0,2,1,566,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.6,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3,0,4,210,190,0,1,3.0,1,7,1,0,11,8,23,25,24,1785,0,0.0,0.0,41.0,50,0,41.0,47,2,0,0,0,0,6,353
120.0,336,1.0,0,0.0,0,0,1,3,1,6,8,4,1,115,15,0,2,2,0,11,5.0,67,51.5,48.5,2,3.0,2.0,1.0,0.0,7,0,1.0,2.0,78,25,0,0,11.0,1,1,0,1,1424,2.0,1.0,1.0,50.0,0.0,0.0,0,0.0,0,4.54,14.0,2.0,6.0,3.0,0.0,2.0,3.0,0.96,1,3,1,303,552,0,1,1.0,3,15,1,0,2,8,55,70,62,946,0,0.0,0.0,188.0,114,0,36.0,33,0,0,0,0,1,8,373
135.0,50,1.0,0,0.0,1,1,1,3,3,6,2,4,0,175,16,0,0,1,0,2,3.6,51,34.48,65.52,0,2.0,2.0,0.0,0.0,7,0,0.0,0.0,0,14,0,0,7.0,0,1,0,1,825,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.64,3.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,3,0,4,299,552,1,0,0.0,1,7,1,0,11,8,68,70,24,2545,0,0.0,0.0,35.0,32,0,3.0,47,2,0,0,0,0,2,245
109.0,111,1.0,0,0.0,4,2,1,17,0,6,6,4,1,175,10,0,2,1,0,2,4.4,36,28.6,71.4,0,0.0,0.0,0.0,0.0,7,0,0.0,0.0,0,14,0,0,17.0,1,1,0,0,1546,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.7,8.0,2.0,6.0,2.0,2.0,0.0,0.0,0.0,3,0,4,210,190,0,1,2.0,3,7,1,0,11,8,23,25,24,1733,0,0.0,0.0,121.0,51,75,81.0,47,2,0,0,0,0,6,353
114.0,467,1.0,0,0.0,0,1,1,3,0,6,6,4,5,175,2,0,2,1,0,2,5.0,67,25.58,74.42,0,9.0,5.0,4.0,0.0,7,0,0.0,1.0,1,25,0,0,15.0,1,1,2,1,1322,1.0,1.0,0.0,100.0,1.0,1.0,0,2.0,0,1.71,4.0,0.0,25.0,7.0,0.0,0.0,0.0,0.0,3,0,1,412,552,0,1,4.0,4,7,1,0,1,26,19,70,18,880,10,0.0,0.0,255.0,104,9,97.0,47,2,0,0,0,0,3,342
109.0,516,1.0,0,0.0,0,1,1,11,1,6,6,4,5,175,2,0,2,1,0,2,4.4,36,39.4,60.6,2,5.0,5.0,0.0,0.0,1,22,0.0,4.0,4,25,0,0,8.0,1,1,2,1,482,4.0,2.0,1.0,50.0,0.0,4.0,0,4.0,0,2.0,10.0,2.0,11.0,4.0,1.0,0.0,2.0,0.41,1,0,1,368,552,0,1,7.0,3,7,1,0,1,26,55,70,62,1543,52,0.0,0.0,289.0,114,0,106.0,33,0,0,0,0,1,8,393
363.0,425,3.0,0,2.0,0,3,1,3,3,6,6,4,5,175,2,0,2,1,1,11,4.6,67,45.71,54.29,2,7.0,7.0,0.0,0.0,7,0,2.0,0.0,97,6,0,0,25.0,1,0,0,1,1086,0.0,0.0,0.0,0.0,3.0,0.0,0,3.0,0,2.0,8.0,2.0,13.0,4.0,2.0,0.0,1.0,0.26,2,3,1,293,374,0,1,2.0,5,15,1,1,11,8,53,70,57,1387,0,0.0,0.0,231.0,114,0,69.0,47,2,0,0,0,0,5,353
129.0,463,1.0,0,0.0,3,0,1,3,1,6,2,4,5,175,15,0,2,2,0,4,5.0,67,48.15,51.85,2,6.0,2.0,4.0,0.0,7,0,0.0,7.0,7,25,14,0,7.0,1,1,2,0,1552,6.0,0.0,3.0,0.0,0.0,4.0,0,4.0,0,4.0,8.0,4.0,4.0,6.0,4.0,0.0,0.0,0.0,3,0,1,240,552,0,1,4.0,4,7,1,0,1,26,19,22,18,1315,58,0.0,0.0,252.0,109,0,31.0,47,2,0,0,0,0,1,245
153.0,107,4.0,0,3.0,0,1,1,3,0,6,6,4,5,175,10,0,2,1,0,4,5.0,67,70.0,30.0,1,4.0,4.0,0.0,0.0,1,22,0.0,1.0,1,25,0,0,11.0,1,1,2,1,1308,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3.0,9.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,3,0,1,299,552,0,1,3.0,4,7,1,0,1,8,68,70,18,687,10,0.0,0.0,77.0,32,9,38.0,47,2,0,0,0,0,2,245
121.0,735,1.0,0,0.0,0,1,1,3,0,6,3,4,1,175,2,0,2,1,0,2,4.4,36,40.0,60.0,2,9.0,5.0,3.0,1.0,1,0,5.0,5.0,147,25,0,0,5.0,1,0,0,1,535,3.0,2.0,0.0,67.0,0.0,0.0,0,0.0,0,2.0,4.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,3,3,1,415,315,0,1,5.0,3,7,1,0,1,8,58,63,12,2252,52,3.0,75.0,486.0,28,11,216.0,47,2,0,0,0,0,16,207
183.0,544,1.0,0,0.0,0,1,1,3,1,6,2,4,5,175,10,0,2,1,0,4,4.6,21,46.3,53.7,2,10.0,8.0,2.0,0.0,7,0,1.0,1.0,77,16,0,0,10.0,0,0,0,1,522,1.0,1.0,0.0,100.0,0.0,2.0,0,2.0,1,1.45,5.0,5.0,24.0,5.0,0.0,0.0,8.0,1.54,0,3,1,361,552,0,1,3.0,5,15,1,1,1,8,27,70,27,243,0,0.0,0.0,312.0,114,20,22.0,33,0,0,0,0,1,8,408
196.0,107,1.0,0,0.0,1,3,1,3,3,6,2,4,1,3,10,0,2,1,0,2,5.0,67,33.33,66.67,0,0.0,0.0,0.0,0.0,7,0,0.0,4.0,4,25,14,0,15.0,1,0,0,0,1546,1.0,1.0,0.0,100.0,0.0,3.0,0,3.0,0,3.8,8.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,3,0,4,185,552,0,1,2.0,4,7,1,0,11,26,68,70,68,1198,10,0.0,0.0,61.0,58,9,61.0,33,0,0,0,0,1,8,393
